Question,Answer,Title
Which insurance company will lead in new premium revenue in 2023?,"Prudential ranked first with new insurance premium revenue reaching VND5,068 billion, followed by Dai-ichi Life with VND3,864 billion and Bao Viet Life with VND3,642 billion (Page 4).",B?o hi?m Vi?t Nam.pdf
Vai trò của đầu tư tài chính trong hoạt động của các công ty bảo hiểm là gì?,"Đầu tư tài chính là mảng sinh lợi chính cho các công ty bảo hiểm. Năm 2023, tổng lợi nhuận từ hoạt động đầu tư tài chính đạt hơn 14.200 tỷ đồng, tăng gần 4 lần so với năm 2015, và trở thành trụ cột đóng góp chính vào lợi nhuận của các doanh nghiệp bảo hiểm (Trang 8).",B?o hi?m Vi?t Nam.pdf
Các doanh nghiệp bảo hiểm nhân thọ thay đổi danh mục đầu tư như thế nào từ năm 2015 đến năm 2022?,"Các doanh nghiệp bảo hiểm nhân thọ giảm tỷ trọng đầu tư vào Trái phiếu Chính phủ từ 70% năm 2015 xuống còn 40% vào năm 2022, đồng thời tăng tỷ trọng đầu tư vào tiền gửi và Trái phiếu doanh nghiệp để cải thiện suất sinh lợi (Trang 9).",B?o hi?m Vi?t Nam.pdf
What is the average claim rate for non-life insurance and which type of insurance has the highest claim rate?,"The average compensation rate of non-life insurance is 33.6%, of which motor vehicle insurance has the highest compensation rate at 52.5% (Page 7).",B?o hi?m Vi?t Nam.pdf
Tỷ lệ thâm nhập của bảo hiểm tại Việt Nam so với GDP năm 2023 là bao nhiêu và mục tiêu năm 2025 của chính phủ là gì?,"Tỷ lệ thâm nhập của tổng doanh thu phí bảo hiểm tại Việt Nam năm 2023 là 2,31% GDP, trong khi mục tiêu của Chính phủ là đạt 3,5% GDP vào năm 2025 (Trang 8).",B?o hi?m Vi?t Nam.pdf
PVI có kết quả kinh doanh ra sao trong quý 1 năm 2024?,"Trong quý 1 năm 2024, PVI ghi nhận lợi nhuận sau thuế của cổ đông công ty mẹ đạt 361 tỷ đồng, tăng 41,5% so với cùng kỳ năm trước. Lợi nhuận này chủ yếu đến từ lãi tiền gửi và đầu tư trái phiếu (Trang 17).",B?o hi?m Vi?t Nam.pdf
Which insurance segment will account for the largest proportion of BIC's revenue in 2024?,"Health insurance accounts for the largest proportion of BIC's revenue at 51.2%, followed by fire insurance at 18%, and motor vehicle insurance at 17.1% (Page 17).",B?o hi?m Vi?t Nam.pdf
What is the Global Monitoring Exercise (GME) as mentioned in the report?,"The Global Monitoring Exercise (GME) is the IAIS framework used to monitor risks and trends in the global insurance sector, assessing potential systemic risk buildup. It collects data from individual insurers and supervisors across different jurisdictions to evaluate market developments and assess systemic vulnerabilities (Page 1).",Global_insurance-Market-Report-2023.pdf
Môi trường kinh tế vĩ mô tác động như thế nào đến ngành bảo hiểm năm 2022?,"Môi trường kinh tế vĩ mô đầy thách thức, đặc trưng bởi lãi suất tăng, lạm phát và rủi ro tín dụng, dẫn đến sự sụt giảm tài sản của công ty bảo hiểm do giá trị vốn chủ sở hữu giảm, chênh lệch tín dụng mở rộng và biến động tiền tệ. Những diễn biến tài chính này ảnh hưởng đến cả vị thế khả năng thanh toán và thanh khoản của các công ty bảo hiểm trên toàn cầu (Trang 2).",Global_insurance-Market-Report-2023.pdf
What are the main challenges related to liquidity risks in the insurance sector?,Main challenges include increasing policy surrenders due to rising interest rates and potential liquidity issues linked to derivatives and margin calls. Supervisors have responded by conducting stress testing and frequent monitoring of liquidity to mitigate these risks (Page 16).,Global_insurance-Market-Report-2023.pdf
Tầm quan trọng của rủi ro liên quan đến khí hậu đối với ngành bảo hiểm như đã thảo luận trong báo cáo là gì?,"Các rủi ro liên quan đến khí hậu, chẳng hạn như các sự kiện thiên tai (NatCat) gia tăng, có tác động đáng kể đến danh mục đầu tư và nghĩa vụ của các công ty bảo hiểm. Các giám sát viên nhấn mạnh nhu cầu hiểu và giám sát các rủi ro này để đảm bảo rằng các yêu cầu về vốn phản ánh đúng các mối đe dọa mới nổi này (Trang 41).",Global_insurance-Market-Report-2023.pdf
How is reinsurance playing a role in mitigating climate-related risks for insurers?,"Reinsurance is used to transfer significant portions of NatCat-related risks from primary insurers to reinsurers. This is crucial in managing insurers' solvency positions, as the gross loss from a 1-in-200-year NatCat event could decrease insurer capital coverage ratios by up to 34% without effective reinsurance arrangements (Page 50).",Global_insurance-Market-Report-2023.pdf
" What are ""asset-intensive reinsurance"" agreements, and why are they significant?","Asset-intensive reinsurance agreements transfer both investment and biometric risks from ceding insurers to reinsurers. This type of reinsurance is commonly used to optimize risk and capital management, particularly in life insurance, where liabilities are long-term and require effective management of assets to generate yield (Page 34).",Global_insurance-Market-Report-2023.pdf
Một số rủi ro liên quan đến việc tăng phân bổ tài sản thay thế của các công ty bảo hiểm là gì?,"Việc tăng phân bổ cho các tài sản thay thế, thường kém thanh khoản và phức tạp hơn, gây ra các rủi ro như sự không chắc chắn về định giá cao hơn, thách thức về thanh khoản trong thời kỳ suy thoái và khả năng tiếp xúc với xung đột lợi ích. Các giám sát viên lưu ý rằng việc tiếp xúc của các công ty bảo hiểm với các loại tài sản này phải được quản lý bằng các biện pháp quản lý rủi ro đầy đủ (Trang 25).",Global_insurance-Market-Report-2023.pdf
What are the key metrics used to assess the climate-related risks of sovereign debt instruments?,"The key metrics used are the ND-GAIN index (which assesses a country's vulnerability to climate change), the IMF climate-driven INFORM risk index (measuring physical risk), and CO2 emissions relative to GDP, which help determine transition and physical risks associated with sovereign debt held by insurers (Page 47).",Global_insurance-Market-Report-2023.pdf
How do changes in the solvency ratios of insurers impact their ability to absorb macroeconomic shocks?,"A decrease in solvency ratios indicates reduced capacity to absorb macroeconomic shocks. Factors such as declining asset valuations, widened credit spreads, and volatility in interest rates have all contributed to a decrease in solvency ratios in many jurisdictions, making insurers more vulnerable to future economic stress (Page 11).",Global_insurance-Market-Report-2023.pdf
What are the supervisory measures suggested to address the risks related to cross-border asset-intensive reinsurance?,"Supervisory measures include improved collaboration between supervisory authorities, increased scrutiny of the valuation standards and investment behaviors of reinsurers, and a detailed understanding of the terms and conditions involved in reinsurance agreements, such as collateral requirements and asset management practices (Page 37).",Global_insurance-Market-Report-2023.pdf
What are the primary applications of particle accelerators in the medical field?,"Particle accelerators are primarily used for medical purposes such as the production of radioisotopes for diagnostics, like PET and SPECT, as well as for cancer treatments through classical radiotherapy and hadrontherapy (Page 1).",Medical_Applications.pdf
Sự khác biệt giữa liệu pháp hadron và xạ trị cổ điển là gì?,"Hadrontherapy sử dụng proton và ion nặng, trong khi xạ trị cổ điển thường sử dụng photon và electron. Hadrontherapy cho phép định vị liều tốt hơn do đỉnh Bragg, giúp điều trị khối u sâu hiệu quả hơn trong khi vẫn bảo vệ mô khỏe mạnh (Trang 3).",Medical_Applications.pdf
"What is the Bragg peak, and why is it important in hadrontherapy?","The Bragg peak is a sharp increase in energy deposition by hadrons at a specific depth, allowing precise targeting of tumors with minimal damage to surrounding tissues. This is a key advantage in using hadrontherapy for cancer treatment (Page 4).",Medical_Applications.pdf
Hai kỹ thuật chẩn đoán hình ảnh chính sử dụng đồng vị phóng xạ là gì?,Hai kỹ thuật chụp ảnh chính là Chụp cắt lớp phát xạ photon đơn (SPECT) và Chụp cắt lớp phát xạ positron (PET). Cả hai đều sử dụng chất đánh dấu phóng xạ để cung cấp hình ảnh bên trong chi tiết cho chẩn đoán y tế (Trang 2).,Medical_Applications.pdf
Why is Technetium-99m significant in nuclear medicine?,"Technetium-99m is the most widely used radioisotope in nuclear medicine, accounting for approximately 80% of all procedures. It is ideal due to its suitable half-life and energy characteristics for safe and effective imaging (Page 2).",Medical_Applications.pdf
What is the role of synchrotrons and cyclotrons in hadrontherapy?,"Synchrotrons and cyclotrons are used as particle accelerators in hadrontherapy. Cyclotrons are generally more compact and suitable for proton therapy, while synchrotrons can accelerate heavier ions like carbon, making them more versatile but also more complex and expensive (Page 6).",Medical_Applications.pdf
What is the significance of Linear Energy Transfer (LET) in radiotherapy?,"Linear Energy Transfer (LET) measures the energy deposited by radiation as it travels through tissue. Higher LET values, as seen in hadrontherapy with carbon ions, indicate more concentrated energy deposition, increasing the effectiveness of destroying cancer cells (Page 5).",Medical_Applications.pdf
Kỹ thuật phân phối chùm tia thụ động hoạt động như thế nào trong liệu pháp hadron?,"Phân phối chùm tia thụ động liên quan đến việc định hình chùm tia bằng một số bộ hấp thụ trước khi chùm tia đến bệnh nhân. Điều này bao gồm các bộ phân tán để mở rộng chùm tia, một bộ phân hủy để thay đổi năng lượng và một bộ định hướng để định hình bức xạ theo kích thước của khối u (Trang 7).",Medical_Applications.pdf
What are the challenges of using synchrotrons for hadrontherapy?,"Synchrotrons are technologically complex and costly compared to cyclotrons. They require a high-energy injector and have larger physical dimensions, particularly when accelerating carbon ions, which makes their implementation challenging (Page 6).",Medical_Applications.pdf
What future developments in accelerator technology are highlighted for hadrontherapy?,"Future developments include the use of Fixed-Field Alternating Gradient (FFAG) accelerators, Linac Boosters (LIBO), and Dielectric Wall-induction Accelerators (DWA), aimed at making accelerators more compact, efficient, and cost-effective for clinical use (Page 13).",Medical_Applications.pdf
Tại sao các bác sĩ lâm sàng cần phải học phương pháp nghiên cứu khoa học?,"Các bác sĩ lâm sàng cần học phương pháp nghiên cứu khoa học để đánh giá và lựa chọn thông tin chính xác cho công việc của mình, đặc biệt là khi môi trường và kiến thức y học luôn thay đổi nhanh chóng. Nghiên cứu giúp họ tìm ra câu trả lời cho các vấn đề phát sinh từ thực hành lâm sàng hàng ngày (Trang 4).",Nghiên c?u y khoa.pdf
"""Dịch tễ học"" đóng vai trò gì trong nghiên cứu y khoa?","Dịch tễ học là ngôn ngữ chung giúp các bác sĩ lâm sàng trình bày kinh nghiệm của mình thông qua các nghiên cứu, tạo điều kiện hội nhập với đồng nghiệp trong và ngoài nước. Nó giúp xác định và mô tả các mô hình bệnh lý cũng như đánh giá các yếu tố nguy cơ (Trang 4).",Nghiên c?u y khoa.pdf
What are the basic steps to conducting a medical study?,"The basic steps to conduct a study include: defining a research question, choosing research tools (epidemiology and biostatistics), starting with a literature search, preparing the research steps, and applying the results back to practice (Page 14).",Nghiên c?u y khoa.pdf
Why is it necessary to search the literature before conducting research?,"Literature searches help to understand previous research, identify unsolved problems, and build a knowledge base to guide your research. This avoids duplication of research and helps to formulate a specific research question (Page 23).",Nghiên c?u y khoa.pdf
Nghiên cứu mô tả là gì và vai trò của nó trong y khoa?,"Nghiên cứu mô tả là nghiên cứu quan sát, dùng để mô tả các đặc tính của bệnh trong quần thể, giúp xác định tình trạng bệnh, và tìm hiểu vấn đề sức khỏe mới. Đây là bước đầu tiên quan trọng để hiểu sâu về dịch bệnh trước khi tiến hành các nghiên cứu sâu hơn (Trang 50).",Nghiên c?u y khoa.pdf
Các loại sai lệch (bias) có thể gặp trong nghiên cứu y khoa là gì?,"Có nhiều loại sai lệch như sai lệch lựa chọn (selection bias), sai lệch phát hiện (detection bias), và sai lệch nhớ lại (recall bias). Sai lệch xảy ra khi quá trình thu thập dữ liệu, chọn đối tượng nghiên cứu, hoặc xử lý thông tin bị ảnh hưởng bởi yếu tố ngoài tầm kiểm soát (Trang 37).",Nghiên c?u y khoa.pdf
Nhiễu (confounding) là gì và tại sao nó quan trọng trong nghiên cứu?,"Nhiễu là hiện tượng mà yếu tố khác làm biến dạng mối liên hệ giữa yếu tố tiếp xúc và kết cục. Yếu tố này phải là yếu tố nguy cơ của kết cục và có liên quan đến yếu tố tiếp xúc, nhưng không nằm trong tiến trình nguyên nhân của kết cục đó (Trang 44).",Nghiên c?u y khoa.pdf
Thế nào là một nghiên cứu cắt ngang và mục tiêu của nó?,Nghiên cứu cắt ngang là loại nghiên cứu đánh giá tỉ lệ hiện mắc của bệnh trong một quần thể vào một thời điểm cụ thể. Nó giúp xác định gánh nặng bệnh tật và hình thành giả thuyết về mối liên quan giữa các yếu tố nguy cơ và kết quả sức khỏe (Trang 57).,Nghiên c?u y khoa.pdf
What are the data collection methods in cross-sectional research?,"Data collection methods in cross-sectional studies may include face-to-face interviews, retrospective medical record reviews, and the use of self-administered questionnaires. Depending on the type of variable and the nature of the study, the appropriate method is selected (Page 61).",Nghiên c?u y khoa.pdf
Tại sao cần đánh giá có hệ thống các bài báo khoa học khi làm nghiên cứu?,"Đánh giá có hệ thống các bài báo khoa học giúp đọc, hiểu, và đánh giá giá trị của các nghiên cứu, xác định giới hạn và tính ứng dụng của kết quả nghiên cứu. Việc này rất quan trọng để đảm bảo các kết quả khoa học được áp dụng hiệu quả trong thực hành lâm sàng (Trang 30).",Nghiên c?u y khoa.pdf
